X,Y,FID,GISDBID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,Weekday_On,Weekday_Of,Saturday_O,Saturday_1,Sunday_Ons,Sunday_Off
-75.105117,40.061321,9858,7022737E,Bus,70,Eastbound,22737,Ashbourne Rd & Croyden Rd,40.061321,-75.105117,Fall 2023,2,0,0,1,0,1
-75.186355,40.033306,9859,6520553S,Bus,65,Southbound,20553,Walnut Ln & Morris St,40.033306,-75.186355,Fall 2023,28,48,24,33,20,19
-75.098686,40.061122,9860,7022742E,Bus,70,Eastbound,22742,Ashbourne Rd & Foster Rd,40.061122,-75.098686,Fall 2023,0,2,0,0,2,0
-75.195106,40.03268,9861,6514068S,Bus,65,Southbound,14068,Walnut Ln & Park Ln,40.03268,-75.195106,Fall 2023,4,3,6,0,2,0
-75.10691,40.059867,9862,7022735E,Bus,70,Eastbound,22735,Ashbourne Rd & Front St,40.059867,-75.10691,Fall 2023,5,6,1,3,0,0
-75.184577,40.034805,9863,6520552S,Bus,65,Southbound,20552,Walnut Ln & Wayne Av - FS,40.034805,-75.184577,Fall 2023,128,26,41,16,34,12
-75.104301,40.061985,9864,7022738E,Bus,70,Eastbound,22738,Ashbourne Rd & Jenkintown Rd,40.061985,-75.104301,Fall 2023,0,2,0,0,0,1
-75.182792,40.034061,9865,6516448S,Bus,65,Southbound,16448,Wayne Av & Harvey St,40.034061,-75.182792,Fall 2023,11,1,7,0,3,1
-75.100028,40.061904,9866,7022741E,Bus,70,Eastbound,22741,Ashbourne Rd & Oak Hill Dr,40.061904,-75.100028,Fall 2023,0,0,1,0,0,1
-75.181091,40.033084,9867,6516447S,Bus,65,Southbound,16447,Wayne Av & Rittenhouse St,40.033084,-75.181091,Fall 2023,50,17,26,3,14,4
-75.103042,40.06208,9868,7022739E,Bus,70,Eastbound,22739,Ashbourne Rd & Rolling Green Rd,40.06208,-75.103042,Fall 2023,2,1,0,2,0,0
-74.991569,40.083492,9869,6722931N,Bus,67,Northbound,22931,Academy Rd & Amity Rd,40.083492,-74.991569,Fall 2023,0,1,0,0,0,0
-75.097213,40.060047,9870,7022743E,Bus,70,Eastbound,22743,Ashbourne Rd & Rowland Av,40.060047,-75.097213,Fall 2023,2,2,0,0,0,1
-74.989974,40.08432,9871,67413N,Bus,67,Northbound,413,Academy Rd & Chalfont Dr,40.08432,-74.989974,Fall 2023,1,5,0,1,1,0
-75.101142,40.06195,9872,7022740E,Bus,70,Eastbound,22740,Ashbourne Rd & Waltham Rd,40.06195,-75.101142,Fall 2023,0,0,0,0,0,0
-74.988212,40.085334,9873,6723903N,Bus,67,Northbound,23903,Academy Rd & Chalfont Dr - MBNS,40.085334,-74.988212,Fall 2023,0,2,0,1,0,0
-75.014183,40.039424,9874,7022776E,Bus,70,Eastbound,22776,Ashburner St & Hegerman St,40.039424,-75.014183,Fall 2023,0,6,0,1,0,1
-74.985488,40.088783,9875,6723901N,Bus,67,Northbound,23901,Academy Rd & Comly Rd - 1 MBFS,40.088783,-74.985488,Fall 2023,0,3,0,0,0,0
-75.015289,40.040313,9876,7022777E,Bus,70,Eastbound,22777,Ashburner St & Torresdale Av,40.040313,-75.015289,Fall 2023,1,6,0,3,0,3
-74.986724,40.086753,9877,6723902N,Bus,67,Northbound,23902,Academy Rd & Comly Rd - 2 MBFS,40.086753,-74.986724,Fall 2023,2,20,0,2,0,1
-75.095787,40.059803,9878,7022744E,Bus,70,Eastbound,22744,Central Av & Ashbourne Rd - FS,40.059803,-75.095787,Fall 2023,3,7,4,0,3,0
-74.984657,40.089786,9879,67976N,Bus,67,Northbound,976,Academy Rd & Comly Rd - FS,40.089786,-74.984657,Fall 2023,3,33,1,1,0,0
-75.091888,40.06364,9880,7022748E,Bus,70,Eastbound,22748,Central Av & Beecher Av,40.06364,-75.091888,Fall 2023,6,8,1,3,2,1
-75.087684,40.041564,9881,6722848N,Bus,67,Northbound,22848,Algon Av & Devereaux Av - FS,40.041564,-75.087684,Fall 2023,7,15,3,12,7,9
-75.090484,40.065078,9882,7022750E,Bus,70,Eastbound,22750,Central Av & Cottman Av,40.065078,-75.090484,Fall 2023,6,4,2,1,2,1
-75.083778,40.044776,9883,6715740N,Bus,67,Northbound,15740,Algon Av & Hellerman St,40.044776,-75.083778,Fall 2023,11,16,4,9,4,9
-75.092651,40.062892,9884,7022747E,Bus,70,Eastbound,22747,Central Av & Franklin Av,40.062892,-75.092651,Fall 2023,4,2,1,5,2,3
-75.085105,40.043598,9885,6722850N,Bus,67,Northbound,22850,Algon Av & Levick St,40.043598,-75.085105,Fall 2023,28,39,18,29,12,18
-75.091117,40.064407,9886,7022749E,Bus,70,Eastbound,22749,Central Av & Jefferson Av,40.064407,-75.091117,Fall 2023,4,16,4,3,0,1
-75.086555,40.042407,9887,6722849N,Bus,67,Northbound,22849,Algon Av & Robbins Av,40.042407,-75.086555,Fall 2023,9,13,2,4,0,5
-75.094383,40.061176,9888,7022745E,Bus,70,Eastbound,22745,Central Av & Laurel Av,40.061176,-75.094383,Fall 2023,6,2,2,2,0,0
-75.029464,40.101486,9889,6723245N,Bus,67,Northbound,23245,Bustleton Av & Red Lion Rd - MBFS,40.101486,-75.029464,Fall 2023,0,20,0,12,0,16
-75.093475,40.062099,9890,7022746E,Bus,70,Eastbound,22746,Central Av & Myrtle Av,40.062099,-75.093475,Fall 2023,3,0,0,0,2,0
-75.027198,40.106552,9891,6726154N,Bus,67,Northbound,26154,Bustleton Av & Verree Rd - MBFS,40.106552,-75.027198,Fall 2023,21,33,5,3,1,0
-75.073425,40.055332,9892,706423E,Bus,70,Eastbound,6423,Cottman Av & Algon Av,40.055332,-75.073425,Fall 2023,88,156,23,9,22,11
-75.004272,40.097351,9893,6723032N,Bus,67,Northbound,23032,Caroline Rd & Charter Rd - FS,40.097351,-75.004272,Fall 2023,0,1,0,0,0,0
-75.050765,40.04235,9894,7022753E,Bus,70,Eastbound,22753,Cottman Av & Battersby St,40.04235,-75.050765,Fall 2023,8,22,5,11,3,3
-74.998634,40.101234,9895,6730427N,Bus,67,Northbound,30427,Caroline Rd & Comly Rd,40.101234,-74.998634,Fall 2023,0,0,0,0,0,0
-75.082115,40.060371,9896,706426E,Bus,70,Eastbound,6426,Cottman Av & Bingham St - FS,40.060371,-75.082115,Fall 2023,33,17,21,9,3,3
-75.002243,40.098766,9897,6732281N,Bus,67,Northbound,32281,Caroline Rd & Comly Rd - MBNS,40.098766,-75.002243,Fall 2023,0,0,0,0,0,0
-75.052131,40.043125,9898,7022752E,Bus,70,Eastbound,22752,Cottman Av & Brous Av - FS,40.043125,-75.052131,Fall 2023,26,65,14,17,13,14
-75.003417,40.094718,9899,6732280N,Bus,67,Northbound,32280,Charter Rd & Norcom Rd - FS,40.094718,-75.003417,Fall 2023,0,0,0,0,0,0
-75.060173,40.047779,9900,701056E,Bus,70,Eastbound,1056,Cottman Av & Bustleton Av,40.047779,-75.060173,Fall 2023,219,284,106,107,80,61
-75.080703,40.02956,9901,6722839N,Bus,67,Northbound,22839,Cheltenham Av & Horrocks St,40.02956,-75.080703,Fall 2023,10,22,6,3,5,4
-75.066268,40.051242,9902,7017506E,Bus,70,Eastbound,17506,Cottman Av & Castor Av,40.051242,-75.066268,Fall 2023,123,119,61,66,50,37
-75.082496,40.030582,9903,6722840N,Bus,67,Northbound,22840,Cheltenham Av & Large St,40.030582,-75.082496,Fall 2023,11,15,1,7,4,8
-75.037895,40.033359,9904,7022774E,Bus,70,Eastbound,22774,Cottman Av & Cottage St,40.033359,-75.037895,Fall 2023,2,41,1,16,0,17
-75.078933,40.028545,9905,6722838N,Bus,67,Northbound,22838,Cheltenham Av & Oakland St,40.028545,-75.078933,Fall 2023,13,17,4,6,2,2
-75.039596,40.035423,9906,7022757E,Bus,70,Eastbound,22757,Cottman Av & Erdrick St,40.035423,-75.039596,Fall 2023,9,47,4,27,1,18
-75.076629,40.027397,9907,6731105N,Bus,67,Northbound,31105,Cheltenham Av & Penn St,40.027397,-75.076629,Fall 2023,12,0,3,0,6,0
-75.041152,40.03688,9908,7022756E,Bus,70,Eastbound,22756,Cottman Av & Frankford Av,40.03688,-75.041152,Fall 2023,41,263,23,134,9,95
-75.083885,40.031372,9909,6722841N,Bus,67,Northbound,22841,Cheltenham Av & Roosevelt Blvd,40.031372,-75.083885,Fall 2023,21,14,8,6,3,8
-75.069618,40.053161,9910,706446E,Bus,70,Eastbound,6446,Cottman Av & Frontenac St - FS,40.053161,-75.069618,Fall 2023,26,39,11,8,3,8
-75.077789,40.0279,9911,6722837N,Bus,67,Northbound,22837,Cheltenham Av & Saul St,40.0279,-75.077789,Fall 2023,6,0,1,1,2,0
-75.049186,40.041419,9912,701242E,Bus,70,Eastbound,1242,Cottman Av & Hawthorne St,40.041419,-75.049186,Fall 2023,22,71,5,15,0,8
-74.987518,40.092582,9913,6722885N,Bus,67,Northbound,22885,Comly Rd & Brandon Rd,40.092582,-74.987518,Fall 2023,1,4,0,1,0,0
-75.062561,40.049114,9914,7017508E,Bus,70,Eastbound,17508,Cottman Av & Horrocks St,40.049114,-75.062561,Fall 2023,70,100,41,58,32,44
-74.998329,40.10168,9915,6717N,Bus,67,Northbound,17,Comly Rd & Caroline Rd,40.10168,-74.998329,Fall 2023,0,0,0,0,0,0
-75.037025,40.032276,9916,7022775E,Bus,70,Eastbound,22775,Cottman Av & Jackson St,40.032276,-75.037025,Fall 2023,7,80,1,33,3,34
-74.996658,40.100147,9917,6727414N,Bus,67,Northbound,27414,Comly Rd & Caroline Rd - MBFS,40.100147,-74.996658,Fall 2023,0,3,0,0,0,1
-75.064331,40.050128,9918,7017507E,Bus,70,Eastbound,17507,Cottman Av & Large St,40.050128,-75.064331,Fall 2023,56,74,34,48,15,23
-74.985244,40.09069,9919,6723362N,Bus,67,Northbound,23362,Comly Rd & Comly Pl,40.09069,-74.985244,Fall 2023,4,15,0,1,0,1
-75.042686,40.037704,9920,7026383E,Bus,70,Eastbound,26383,Cottman Av & Leon St,40.037704,-75.042686,Fall 2023,14,92,2,48,1,33
-74.988838,40.093719,9921,6722547N,Bus,67,Northbound,22547,Comly Rd & Decatur Rd - FS,40.093719,-74.988838,Fall 2023,0,8,1,1,0,1
-75.067878,40.052146,9922,706461E,Bus,70,Eastbound,6461,Cottman Av & Loretto Av,40.052146,-75.067878,Fall 2023,68,50,17,11,17,10
-75.00003,40.103328,9923,6727413N,Bus,67,Northbound,27413,Comly Rd & Nestor Rd,40.103328,-75.00003,Fall 2023,4,3,1,1,2,1
-75.08493,40.062061,9924,7017498E,Bus,70,Eastbound,17498,Cottman Av & Oakley St,40.062061,-75.08493,Fall 2023,50,16,10,6,8,4
-74.99562,40.099224,9925,6722598N,Bus,67,Northbound,22598,Comly Rd & Norcom Rd,40.099224,-74.99562,Fall 2023,0,3,0,2,0,0
-75.083656,40.061286,9926,701008E,Bus,70,Eastbound,1008,Cottman Av & Oxford Av,40.061286,-75.083656,Fall 2023,392,42,186,17,129,19
-75.000877,40.104026,9927,6711N,Bus,67,Northbound,11,Comly Rd & Roosevelt Blvd - MBFS,40.104026,-75.000877,Fall 2023,3,5,2,2,0,1
-75.075172,40.056373,9928,706467E,Bus,70,Eastbound,6467,Cottman Av & Pennway St,40.056373,-75.075172,Fall 2023,26,14,4,6,4,1
-74.991386,40.095798,9929,6722546N,Bus,67,Northbound,22546,Comly Rd & Thornton Rd,40.095798,-74.991386,Fall 2023,2,14,0,0,1,1
-75.053482,40.043876,9930,7017513E,Bus,70,Eastbound,17513,Cottman Av & Revere St,40.043876,-75.053482,Fall 2023,45,254,17,154,14,117
-75.082168,40.060569,9931,6717696N,Bus,67,Northbound,17696,Cottman Av & Bingham St,40.060569,-75.082168,Fall 2023,12,10,3,5,1,5
-75.0867,40.063087,9932,7025540E,Bus,70,Eastbound,25540,Cottman Av & Rockwell Av,40.063087,-75.0867,Fall 2023,41,12,11,3,6,5
-75.083305,40.061233,9933,671028N,Bus,67,Northbound,1028,Cottman Av & Oxford Av,40.061233,-75.083305,Fall 2023,192,52,44,20,39,15
-75.054794,40.044666,9934,701013E,Bus,70,Eastbound,1013,Cottman Av & Roosevelt Blvd,40.044666,-75.054794,Fall 2023,205,98,100,47,74,33
-75.080642,40.05968,9935,6717695N,Bus,67,Northbound,17695,Cottman Av & Tabor Av - FS,40.05968,-75.080642,Fall 2023,21,11,6,9,7,7
-75.045959,40.039596,9936,7022754E,Bus,70,Eastbound,22754,Cottman Av & Rowland Av,40.039596,-75.045959,Fall 2023,40,101,4,22,2,22
-75.076889,40.05751,9937,671027N,Bus,67,Northbound,1027,Cottman Av & Whitaker Av - FS,40.05751,-75.076889,Fall 2023,78,71,13,25,9,18
-75.056526,40.045635,9938,7022751E,Bus,70,Eastbound,22751,Cottman Av & Rupert St,40.045635,-75.056526,Fall 2023,8,71,7,40,4,24
-75.077713,40.023876,9939,6721966N,Bus,67,Northbound,21966,Frankford Transportation Center - Rt 67,40.023876,-75.077713,Fall 2023,586,0,294,0,255,0
-75.089744,40.064865,9940,7020620E,Bus,70,Eastbound,20620,Cottman Av & Ryers Av,40.064865,-75.089744,Fall 2023,17,11,11,7,4,12
-74.965011,40.090808,9941,6722585N,Bus,67,Northbound,22585,Franklin Mills & Design Center Dr,40.090808,-74.965011,Fall 2023,0,17,0,6,0,6
-75.047569,40.040512,9942,7022352E,Bus,70,Eastbound,22352,Cottman Av & Sackett St,40.040512,-75.047569,Fall 2023,36,119,3,17,2,11
-74.964965,40.089511,9943,6723734N,Bus,67,Northbound,23734,Franklin Mills & Design Ctr - MBFS,40.089511,-74.964965,Fall 2023,0,4,2,7,0,6
-75.071662,40.054321,9944,701009E,Bus,70,Eastbound,1009,Cottman Av & Summerdale Av,40.054321,-75.071662,Fall 2023,109,62,15,17,9,11
-74.965789,40.088291,9945,6721118N,Bus,67,Northbound,21118,Franklin Mills & Liberty Bell Blvd,40.088291,-74.965789,Fall 2023,1,5,1,4,1,9
-75.080673,40.059547,9946,7017501E,Bus,70,Eastbound,17501,Cottman Av & Tabor Av,40.059547,-75.080673,Fall 2023,40,14,17,3,21,4
-75.049987,40.110279,9947,6730590N,Bus,67,Northbound,30590,Gantry Rd & Geiger Rd - FS,40.110279,-75.049987,Fall 2023,0,5,0,0,0,0
-75.038749,40.034416,9948,7022758E,Bus,70,Eastbound,22758,Cottman Av & Walker St,40.034416,-75.038749,Fall 2023,4,42,1,18,0,12
-75.047882,40.112102,9949,6730591N,Bus,67,Northbound,30591,Gantry Rd & Red Lion Rd,40.112102,-75.047882,Fall 2023,0,0,0,0,0,0
-75.076919,40.057369,9950,7021268E,Bus,70,Eastbound,21268,Cottman Av & Whitaker Av,40.057369,-75.076919,Fall 2023,80,39,40,17,18,6
-75.04895,40.109054,9951,6730589N,Bus,67,Northbound,30589,Geiger Rd & Gantry Rd - MBNS,40.109054,-75.04895,Fall 2023,0,0,0,0,0,0
-75.13697,40.041938,9952,70841E,Bus,70,Eastbound,841,Fern Rock Transportation Center,40.041938,-75.13697,Fall 2023,635,0,268,0,215,0
-75.045448,40.106975,9953,6730588N,Bus,67,Northbound,30588,Geiger Rd & Global Rd - MBFS,40.106975,-75.045448,Fall 2023,0,0,0,0,0,0
-75.005393,40.053916,9954,701227E,Bus,70,Eastbound,1227,Frankford Av & Gregg St Loop,40.053916,-75.005393,Fall 2023,0,11,0,4,0,11
-75.043342,40.106315,9955,6730587N,Bus,67,Northbound,30587,Global Rd & Geiger Rd,40.106315,-75.043342,Fall 2023,0,7,0,0,0,0
-75.071144,40.054603,9956,7030995E,Bus,70,Eastbound,30995,Glendale Av & Cottman Av,40.054603,-75.071144,Fall 2023,87,0,0,0,0,0
-75.041473,40.108272,9957,6730586N,Bus,67,Northbound,30586,Global Rd & Red Lion Rd - FS,40.108272,-75.041473,Fall 2023,0,1,0,0,0,0
-75.130569,40.045845,9958,7017928E,Bus,70,Eastbound,17928,Godfrey Av & 6th St,40.045845,-75.130569,Fall 2023,2,0,1,0,0,0
-75.007614,40.101577,9959,6730202N,Bus,67,Northbound,30202,Haldeman Av & Plaza Shopping Ctr - 2,40.101577,-75.007614,Fall 2023,2,18,4,9,2,8
-75.132225,40.045963,9960,7017926E,Bus,70,Eastbound,17926,Godfrey Av & 7th St,40.045963,-75.132225,Fall 2023,11,17,6,3,8,2
-75.009277,40.100715,9961,6730201N,Bus,67,Northbound,30201,Haldeman Av & Plaza Shopping Ctr - FS,40.100715,-75.009277,Fall 2023,8,3,0,6,2,2
-75.13459,40.046092,9962,7024123E,Bus,70,Eastbound,24123,Godfrey Av & Franklin St - MBNS,40.046092,-75.13459,Fall 2023,1,0,1,1,1,0
-75.017822,40.097221,9963,6723025N,Bus,67,Northbound,23025,Haldeman Av & Red Lion Rd - FS,40.097221,-75.017822,Fall 2023,8,18,5,4,4,7
-75.003456,40.053661,9964,7022785E,Bus,70,Eastbound,22785,Linden Av & Cottage St,40.053661,-75.003456,Fall 2023,3,1,0,1,0,0
-75.014312,40.09843,9965,6723026N,Bus,67,Northbound,23026,Haldeman Av & Sanford St,40.09843,-75.014312,Fall 2023,1,0,0,0,0,0
-75.000801,40.051311,9966,7022783E,Bus,70,Eastbound,22783,Linden Av & Ditman St - MBNS,40.051311,-75.000801,Fall 2023,0,0,0,0,0,0
-75.012466,40.099075,9967,6723027N,Bus,67,Northbound,23027,Haldeman Av & Tomlinson Rd,40.099075,-75.012466,Fall 2023,6,6,2,2,2,2
-75.002235,40.052585,9968,7022784E,Bus,70,Eastbound,22784,Linden Av & Jackson St,40.052585,-75.002235,Fall 2023,0,0,0,1,0,1
-75.016609,40.104187,9969,6729965N,Bus,67,Northbound,29965,Jamison Av & Foster St - FS,40.104187,-75.016609,Fall 2023,37,0,0,0,0,0
-75.125045,40.054569,9970,701003E,Bus,70,Eastbound,1003,Oak Lane & Cheltenham Av,40.054569,-75.125045,Fall 2023,50,26,35,20,25,16
-74.97866,40.076843,9971,6722936N,Bus,67,Northbound,22936,Kinghts Rd & Dorchester Rd,40.076843,-74.97866,Fall 2023,0,0,0,0,0,0
-75.122543,40.055747,9972,7022728E,Bus,70,Eastbound,22728,Oak Ln & Asbury Av - FS,40.055747,-75.122543,Fall 2023,4,1,0,0,0,0
-74.977172,40.080329,9973,6722578N,Bus,67,Northbound,22578,Knights Rd & Chalfont Dr,40.080329,-74.977172,Fall 2023,0,6,0,0,1,0
-75.110832,40.061759,9974,7022733E,Bus,70,Eastbound,22733,Oak Ln & Ashbourne Rd,40.061759,-75.110832,Fall 2023,5,12,5,4,4,4
-74.977943,40.078617,9975,6722577N,Bus,67,Northbound,22577,Knights Rd & Dorchester Rd - MBFS,40.078617,-74.977943,Fall 2023,0,0,0,0,0,0
-75.119338,40.057312,9976,7022729E,Bus,70,Eastbound,22729,Oak Ln & Barclay Rd,40.057312,-75.119338,Fall 2023,1,8,1,1,1,1
-74.979232,40.075649,9977,6722576N,Bus,67,Northbound,22576,Knights Rd & Dundee Av,40.075649,-74.979232,Fall 2023,3,5,0,0,0,2
-75.115554,40.059146,9978,7022731E,Bus,70,Eastbound,22731,Oak Ln & Bell Rd,40.059146,-75.115554,Fall 2023,0,6,1,5,0,2
-74.979743,40.07455,9979,6722575N,Bus,67,Northbound,22575,Knights Rd & Ellicott Rd,40.07455,-74.979743,Fall 2023,0,1,0,1,1,1
-75.112335,40.060836,9980,7022732E,Bus,70,Eastbound,22732,Oak Ln & Brookfield Rd,40.060836,-75.112335,Fall 2023,0,2,0,1,1,2
-74.973663,40.084377,9981,6722581N,Bus,67,Northbound,22581,Knights Rd & Fairdale Rd,40.084377,-74.973663,Fall 2023,0,15,1,1,0,1
-75.113143,40.060375,9982,7026382E,Bus,70,Eastbound,26382,Oak Ln & Coventry Rd,40.060375,-75.113143,Fall 2023,0,1,0,0,0,0
-74.965728,40.091415,9983,671095N,Bus,67,Northbound,1095,Knights Rd & Franklin Mill Blvd,40.091415,-74.965728,Fall 2023,0,6,0,3,0,0
-75.121604,40.056182,9984,7026381E,Bus,70,Eastbound,26381,Oak Ln & New 2nd St,40.056182,-75.121604,Fall 2023,2,3,4,2,0,1
-75.117416,40.058235,9985,7022730E,Bus,70,Eastbound,22730,Oak Ln & Parkview Rd,40.058235,-75.117416,Fall 2023,3,5,2,1,1,0
-75.037734,40.026718,9986,7022709E,Bus,70,Eastbound,22709,Princeton Av & Edmund St,40.026718,-75.037734,Fall 2023,0,1,0,0,0,0
-75.038825,40.027973,9987,7022708E,Bus,70,Eastbound,22708,Princeton Av & Torresdale Av - FS,40.027973,-75.038825,Fall 2023,1,8,1,3,0,3
-75.037284,40.026206,9988,7022710E,Bus,70,Eastbound,22710,Princeton Av & Tulip St,40.026206,-75.037284,Fall 2023,2,5,1,3,3,3
-75.015556,40.034637,9989,7030985E,Bus,70,Eastbound,30985,State Rd & Ashburner St - 1 MBNS,40.034637,-75.015556,Fall 2023,0,0,0,0,0,0
-75.013938,40.035545,9990,7022554E,Bus,70,Eastbound,22554,State Rd & Ashburner St - 2 MBNS,40.035545,-75.013938,Fall 2023,0,9,0,2,0,0
-75.025909,40.028881,9991,7026386E,Bus,70,Eastbound,26386,State Rd & Bleigh Av - MBFS,40.028881,-75.025909,Fall 2023,1,11,1,3,1,5
-75.031692,40.025585,9992,7022530E,Bus,70,Eastbound,22530,State Rd & Cottman Av,40.025585,-75.031692,Fall 2023,0,2,0,1,0,0
-75.034545,40.024257,9993,7022528E,Bus,70,Eastbound,22528,State Rd & Friendship St,40.024257,-75.034545,Fall 2023,0,0,0,1,0,1
-75.019355,40.032516,9994,7022548E,Bus,70,Eastbound,22548,State Rd & Rhawn Corrections - 1 MBFS,40.032516,-75.019355,Fall 2023,0,6,0,4,0,0
-75.017059,40.033805,9995,7022551E,Bus,70,Eastbound,22551,State Rd & Rhawn Corrections - 2 MBFS,40.033805,-75.017059,Fall 2023,0,1,0,0,0,1
-75.022544,40.030761,9996,701016E,Bus,70,Eastbound,1016,State Rd & Rhawn St,40.030761,-75.022544,Fall 2023,2,6,0,1,1,7
-75.013343,40.041358,9997,7026390E,Bus,70,Eastbound,26390,Torresdale Av & Blakiston St,40.041358,-75.013343,Fall 2023,1,5,0,1,0,2
-75.035881,40.029811,9998,7022706E,Bus,70,Eastbound,22706,Torresdale Av & Cottman Av - FS,40.029811,-75.035881,Fall 2023,19,105,4,53,4,39
-75.036178,40.030025,9999,70523E,Bus,70,Eastbound,523,Torresdale Av & Cottman Av Loop,40.030025,-75.036178,Fall 2023,0,261,0,107,0,70
-75.037712,40.028881,10000,7022707E,Bus,70,Eastbound,22707,Torresdale Av & Friendship St,40.028881,-75.037712,Fall 2023,1,14,0,6,0,4
-75.114738,39.999752,10001,8917859E,Bus,89,Eastbound,17859,G St & Ontario St,39.999752,-75.114738,Fall 2023,5,9,0,7,0,5
-75.114425,40.001266,10002,8917866E,Bus,89,Eastbound,17866,G St & Tioga St,40.001266,-75.114425,Fall 2023,4,5,0,2,2,1
-75.115074,39.99826,10003,8917857E,Bus,89,Eastbound,17857,G St & Westmoreland St,39.99826,-75.115074,Fall 2023,4,9,0,4,1,3
-75.097503,40.000713,10004,8931489E,Bus,89,Eastbound,31489,Glenwood Av & Frankford Av,40.000713,-75.097503,Fall 2023,1,9,0,5,4,1
-75.110137,40.011745,10005,8917900E,Bus,89,Eastbound,17900,Hunting Park Av & H St,40.011745,-75.110137,Fall 2023,5,2,2,1,3,0
-75.108177,40.011489,10006,8917901E,Bus,89,Eastbound,17901,Hunting Park Av & I St,40.011489,-75.108177,Fall 2023,7,5,1,5,1,1
-75.106224,40.01123,10007,8917902E,Bus,89,Eastbound,17902,Hunting Park Av & J St,40.01123,-75.106224,Fall 2023,5,9,1,1,0,1
-75.104309,40.010986,10008,8917903E,Bus,89,Eastbound,17903,Hunting Park Av & K St,40.010986,-75.104309,Fall 2023,8,10,3,3,0,5
-75.102363,40.01073,10009,8917904E,Bus,89,Eastbound,17904,Hunting Park Av & L St,40.01073,-75.102363,Fall 2023,8,7,2,1,1,4
-75.11309,39.996776,10010,8951E,Bus,89,Eastbound,51,Kensington Av & Allegheny Av,39.996776,-75.11309,Fall 2023,23,23,4,11,8,7
-75.074432,40.020782,10011,8415805N,Bus,84,Northbound,15805,Bridge St & Hawthorne St - FS,40.020782,-75.074432,Fall 2023,3,0,0,0,0,0
-75.11087,39.997993,10012,8917853E,Bus,89,Eastbound,17853,Kensington Av & I St,39.997993,-75.11087,Fall 2023,3,15,0,7,1,5
-75.108634,39.999214,10013,8917848E,Bus,89,Eastbound,17848,Kensington Av & J St,39.999214,-75.108634,Fall 2023,8,8,1,3,4,3
-75.1063,40.000488,10014,8919014E,Bus,89,Eastbound,19014,Kensington Av & K St,40.000488,-75.1063,Fall 2023,8,30,4,10,4,13
-75.099617,40.012008,10015,8917906E,Bus,89,Eastbound,17906,M St & Bristol St,40.012008,-75.099617,Fall 2023,13,7,0,2,0,2
-75.099288,40.013473,10016,8917907E,Bus,89,Eastbound,17907,M St & Cayuga St,40.013473,-75.099288,Fall 2023,4,6,1,1,1,1
-75.099929,40.010643,10017,8917905E,Bus,89,Eastbound,17905,M St & Hunting Park Av - FS,40.010643,-75.099929,Fall 2023,6,5,0,3,0,1
-75.127563,39.976852,10018,8917805E,Bus,89,Eastbound,17805,Norris St & Cedar St,39.976852,-75.127563,Fall 2023,2,0,0,0,2,0
-75.130348,39.978446,10019,8930894E,Bus,89,Eastbound,30894,Norris St & Frankford Av - FS,39.978446,-75.130348,Fall 2023,0,0,1,0,1,0
-75.128715,39.977523,10020,8917804E,Bus,89,Eastbound,17804,Norris St & Memphis St,39.977523,-75.128715,Fall 2023,3,0,3,0,1,0
-75.1296,39.978042,10021,8917803E,Bus,89,Eastbound,17803,Norris St & Tulip St,39.978042,-75.1296,Fall 2023,1,1,0,0,1,0
-75.094535,40.019454,10022,8922097E,Bus,89,Eastbound,22097,Orthodox St & Adams Av,40.019454,-75.094535,Fall 2023,4,3,1,2,0,1
-75.091453,40.017902,10023,8917912E,Bus,89,Eastbound,17912,Orthodox St & Horrocks St,40.017902,-75.091453,Fall 2023,2,0,0,1,1,0
-75.093505,40.018993,10024,8917911E,Bus,89,Eastbound,17911,Orthodox St & Large St,40.018993,-75.093505,Fall 2023,1,5,0,1,0,1
-75.088203,40.016147,10025,8918068E,Bus,89,Eastbound,18068,Orthodox St & Leiper St,40.016147,-75.088203,Fall 2023,0,3,0,1,0,0
-75.090476,40.017368,10026,8918067E,Bus,89,Eastbound,18067,Orthodox St & Oakland St,40.017368,-75.090476,Fall 2023,0,5,1,1,0,1
-75.087348,40.015701,10027,8918069E,Bus,89,Eastbound,18069,Orthodox St & Penn St,40.015701,-75.087348,Fall 2023,0,3,0,0,0,1
-75.089469,40.016841,10028,8927817E,Bus,89,Eastbound,27817,Orthodox St & Pilling St,40.016841,-75.089469,Fall 2023,1,2,0,0,0,1
-75.083892,40.016941,10029,89892E,Bus,89,Eastbound,892,Oxford Av & Frankford Av,40.016941,-75.083892,Fall 2023,14,38,4,3,7,6
-75.08554,40.017379,10030,8918071E,Bus,89,Eastbound,18071,Penn St & Arrott St,40.017379,-75.08554,Fall 2023,1,6,0,3,0,2
-75.08432,40.018707,10031,8918072E,Bus,89,Eastbound,18072,Penn St & Foulkrod St,40.018707,-75.08432,Fall 2023,0,19,1,4,0,3
-75.086364,40.016521,10032,8918070E,Bus,89,Eastbound,18070,Penn St & Overington St,40.016521,-75.086364,Fall 2023,0,2,0,0,0,0
-75.124244,40.002712,10033,8917889E,Bus,89,Eastbound,17889,Tioga St & B St,40.002712,-75.124244,Fall 2023,4,16,3,11,0,9
